family_id,dataset,image_id,file_name,category_id,category_name,prompt,is_prompt_absent,gt_count,candidate_idx,score,x1,y1,x2,y2,max_iou,is_tp,is_null
lvis:9:303:0,lvis,9,train2017/000000000009.jpg,303,cookie,cookie,False,2,0,0.5771753787994385,511.5898,197.3651,639.8492,318.6359,0.9761884212493896,True,False
lvis:9:303:0,lvis,9,train2017/000000000009.jpg,303,cookie,cookie,False,2,1,0.26032355427742004,511.2339,197.2689,640.0,410.8888,0.5591881275177002,True,False
lvis:9:303:0,lvis,9,train2017/000000000009.jpg,303,cookie,cookie,False,2,2,0.16144168376922607,66.4048,344.2324,331.6472,479.9282,0.0,False,True
lvis:9:303:0,lvis,9,train2017/000000000009.jpg,303,cookie,cookie,False,2,3,0.06979625672101974,211.9213,47.45,382.7568,209.6706,0.0,False,True
lvis:9:303:0,lvis,9,train2017/000000000009.jpg,303,cookie,cookie,False,2,4,0.05325871333479881,171.3282,24.5893,278.7386,155.0433,0.0,False,True
lvis:25:496:1,lvis,25,train2017/000000000025.jpg,496,giraffe,giraffe,False,2,0,0.9510373473167419,382.3857,60.2291,606.6351,357.1903,0.9928537607192993,True,False
lvis:25:496:1,lvis,25,train2017/000000000025.jpg,496,giraffe,giraffe,False,2,1,0.8321154117584229,50.7193,353.4923,182.7655,412.6382,0.9467105269432068,True,False
lvis:25:496:1,lvis,25,train2017/000000000025.jpg,496,giraffe,giraffe,False,2,2,0.06746510416269302,50.1459,313.858,191.1088,412.8707,0.5699633955955505,True,False
lvis:81:3:2,lvis,81,train2017/000000000081.jpg,3,airplane,airplane,False,1,0,0.9781206250190735,36.3444,29.8156,622.7764,355.5579,0.993115246295929,True,False
lvis:139:61:3,lvis,139,val2017/000000000139.jpg,61,basket,basket,False,1,0,0.5202521085739136,605.2063,291.2581,640.0,360.8105,0.7448108792304993,True,False
lvis:154:1202:4,lvis,154,train2017/000000000154.jpg,1202,zebra,zebra,False,3,0,0.9653627276420593,17.1484,316.3068,359.2507,639.8968,0.9929293990135193,True,False
lvis:154:1202:4,lvis,154,train2017/000000000154.jpg,1202,zebra,zebra,False,3,1,0.9555812478065491,39.9613,191.6326,313.405,333.6731,0.9912991523742676,True,False
lvis:154:1202:4,lvis,154,train2017/000000000154.jpg,1202,zebra,zebra,False,3,2,0.9473633766174316,238.7689,94.2892,339.1077,155.8004,0.9545193910598755,True,False
lvis:165:923:5,lvis,165,train2017/000000000165.jpg,923,scissors,scissors,False,1,0,0.06794799119234085,66.8738,165.9749,474.1116,437.3133,0.5929887294769287,True,False
lvis:285:76:6,lvis,285,val2017/000000000285.jpg,76,bear,bear,False,1,0,0.9356715679168701,0.0,70.7644,585.623,640.0,0.999278724193573,True,False
lvis:387:705:7,lvis,387,train2017/000000000387.jpg,705,mouse_(computer_equipment),mouse_(computer_equipment),False,1,0,0.19978554546833038,538.3976,0.0,640.0,55.6698,0.7272810339927673,True,False
lvis:387:705:7,lvis,387,train2017/000000000387.jpg,705,mouse_(computer_equipment),mouse_(computer_equipment),False,1,1,0.07525069266557693,148.6113,47.8833,631.8227,371.2353,0.0019168745493516326,False,True
lvis:395:230:8,lvis,395,train2017/000000000395.jpg,230,cellular_telephone,cellular_telephone,False,2,0,0.10792883485555649,290.1997,286.5051,312.1515,314.2132,0.11033278703689575,False,True
lvis:395:230:8,lvis,395,train2017/000000000395.jpg,230,cellular_telephone,cellular_telephone,False,2,1,0.07255278527736664,290.1277,252.1718,384.8366,317.0759,0.8812881112098694,True,False
lvis:397:469:9,lvis,397,train2017/000000000397.jpg,469,fork,fork,False,1,0,0.1486780047416687,179.1376,447.7047,251.0404,476.0251,0.0,False,True
lvis:428:716:10,lvis,428,train2017/000000000428.jpg,716,necktie,necktie,False,1,0,0.42948147654533386,373.0207,199.8092,469.5891,357.2321,0.8642455339431763,True,False
lvis:510:90:11,lvis,510,train2017/000000000510.jpg,90,bench,bench,False,1,0,0.9732933640480042,45.6033,227.0191,606.2367,425.946,0.9830375909805298,True,False
lvis:597:422:13,lvis,597,train2017/000000000597.jpg,422,elephant,elephant,False,7,0,0.9320634007453918,467.7033,150.2909,541.373,193.107,0.9515644907951355,True,False
lvis:597:422:13,lvis,597,train2017/000000000597.jpg,422,elephant,elephant,False,7,1,0.916025698184967,195.7486,142.4415,273.3569,190.0352,0.9322028160095215,True,False
lvis:597:422:13,lvis,597,train2017/000000000597.jpg,422,elephant,elephant,False,7,2,0.9110211730003357,337.8386,166.5754,378.2563,191.1488,0.9568060040473938,True,False
lvis:597:422:13,lvis,597,train2017/000000000597.jpg,422,elephant,elephant,False,7,3,0.8904426097869873,381.862,148.9414,452.2298,191.6984,0.9552990198135376,True,False
lvis:597:422:13,lvis,597,train2017/000000000597.jpg,422,elephant,elephant,False,7,4,0.8441604971885681,1.0672,155.3919,53.9775,186.5662,0.9458596706390381,True,False
lvis:597:422:13,lvis,597,train2017/000000000597.jpg,422,elephant,elephant,False,7,5,0.8242705464363098,134.851,153.3415,193.1784,188.9711,0.9204542636871338,True,False
lvis:597:422:13,lvis,597,train2017/000000000597.jpg,422,elephant,elephant,False,7,6,0.7986670136451721,66.2092,163.2717,125.3339,187.7281,0.5832275152206421,True,False
lvis:597:422:13,lvis,597,train2017/000000000597.jpg,422,elephant,elephant,False,7,7,0.07354030758142471,87.7806,164.3789,125.2263,187.5981,0.9149341583251953,True,False
lvis:684:230:16,lvis,684,train2017/000000000684.jpg,230,cellular_telephone,cellular_telephone,False,1,0,0.3704646825790405,144.8383,19.6771,171.9664,68.3652,0.9187523722648621,True,False
lvis:711:656:17,lvis,711,train2017/000000000711.jpg,656,loveseat,loveseat,False,1,0,0.8798899054527283,283.6895,165.1446,548.9429,355.3147,0.964460551738739,True,False
lvis:711:656:17,lvis,711,train2017/000000000711.jpg,656,loveseat,loveseat,False,1,1,0.6906782388687134,0.0,178.9648,292.3971,418.325,0.01165990624576807,False,True
lvis:722:544:19,lvis,722,train2017/000000000722.jpg,544,hat,hat,False,5,0,0.3451710343360901,400.8857,243.8298,408.457,250.8517,0.0,False,True
lvis:722:544:19,lvis,722,train2017/000000000722.jpg,544,hat,hat,False,5,1,0.15589846670627594,482.4716,240.7415,490.02,246.8312,0.7273086309432983,True,False
lvis:722:544:19,lvis,722,train2017/000000000722.jpg,544,hat,hat,False,5,2,0.13655395805835724,445.8138,242.0779,455.533,250.0091,0.5092191100120544,True,False
lvis:722:544:19,lvis,722,train2017/000000000722.jpg,544,hat,hat,False,5,3,0.11330834031105042,394.6674,277.8054,402.7231,283.6287,0.6060213446617126,True,False
lvis:724:800:20,lvis,724,val2017/000000000724.jpg,800,pickup_truck,pickup_truck,False,1,0,0.2569974958896637,19.908,260.1666,145.5329,313.5886,0.14686201512813568,False,True
lvis:724:800:20,lvis,724,val2017/000000000724.jpg,800,pickup_truck,pickup_truck,False,1,1,0.08265792578458786,102.6498,273.8717,145.276,310.5033,0.6196203827857971,True,False
lvis:775:668:21,lvis,775,train2017/000000000775.jpg,668,manhole,manhole,False,2,0,0.05694640427827835,65.6025,157.0114,432.1842,407.1437,0.010307463817298412,False,True
lvis:776:110:22,lvis,776,val2017/000000000776.jpg,110,blanket,blanket,False,1,0,0.3639397621154785,0.7456,0.0069,425.7515,635.3843,0.08611311763525009,False,True
lvis:785:965:24,lvis,785,val2017/000000000785.jpg,965,ski_boot,ski_boot,False,2,0,0.24089522659778595,431.8447,353.4799,496.0238,387.9612,0.9385930895805359,True,False
